,e_load,t_load
0,0.21567293553130604,0.32426092974498805
1,0.20493141010757698,0.316306961580616
2,0.195944828186673,0.31612527553410497
3,0.18695824626576896,0.32231904138421
4,0.177869263214922,0.33779902978328197
5,0.170589198646721,0.35979701077560605
6,0.16786270550709304,0.411539799237144
7,0.16513621236746398,0.5039122687278479
8,0.165110990414276,0.6683803682076441
9,0.173984073545833,0.9653517547195121
10,0.191539814062379,1.44023587001845
11,0.221209658695147,2.10269778315896
12,0.24756912197198302,2.461506412485
13,0.266449771689498,2.50967963327606
14,0.281739319712096,2.26517341790507
15,0.292791579599102,1.99158290580163
16,0.30369553440136204,1.61896545273784
17,0.31469482818667305,1.51804780922627
18,0.316663401633,1.43040793879046
19,0.319108669994582,1.3697978396880701
20,0.322043874796842,1.32130646037773
21,0.32365114376375104,1.2949769289527702
22,0.326682822536955,1.29121588857502
23,0.337028867734695,1.35732119001877
24,0.337333422819441,1.31669142492282
25,0.33505146660475205,1.3277040700306102
26,0.324546523101927,1.3436546612772802
27,0.320715308412661,1.36303871924829
28,0.317106551350515,1.38242277721931
29,0.316718133271419,1.5102425629786
30,0.333215308412661,1.74451370756059
31,0.358780280164074,2.01769289622484
32,0.386093133271418,2.32480307655561
33,0.424401749090627,2.60079606720982
34,0.44278451745221004,2.61513429104121
35,0.458391862084978,2.56006513207738
36,0.46971954570079705,2.44005773562768
37,0.46153451745221,2.33860121070304
38,0.43063762479684203,2.18559171513841
39,0.40518867403009495,2.0403351244264902
40,0.38412455982509097,1.89235283374277
41,0.355955421407011,1.70206920400592
42,0.33267240587028896,1.4845691792583897
43,0.306608669994582,1.21050248736424
44,0.279154573949384,0.879939827517692
45,0.248257681294016,0.665934015612092
46,0.22337773779119197,0.508955092957988
47,0.211879885457782,0.45623502812693395
